"x"
"Bsn"
"Kif1a"
"Mtap1a"
"Apc"
"Mtap1b"
"Centg1"
"Adcy1"
"Lphn1"
"Cyfip2"
"Atp2b2"
"Nisch"
"Kif1b"
"Ptprs"
"Shank1"
"Huwe1"
"Kif5a"
"Bai2"
"Syngap1"
"2610507B11Rik"
"Atp1a3"
"Bat2"
"AW555464"
"5830434P21Rik"
"Fasn"
"Wdfy3"
"Pde2a"
"Chd3"
"Ank2"
"Itpr1"
"Ncdn"
"Hivep2"
"Ttc3"
"Htt"
"Aatk"
"Grit"
"Lmtk2"
"Celsr2"
"Epb4.1l1"
"Camk2a"
"Ctnnd2"
"Eef2"
"Dnm1"
"Nlgn2"
"Spnb3"
"Pclo"
"Grin2b"
"Nav3"
"Lrp1"
"BC067047"
"Nrxn2"
"Apc2"
"Dlg4"
"Nf1"
"Camta2"
"Ank3"
"Abr"
"BC060632"
"Lingo1"
"Grik5"
"Mycbp2"
"Fry"
"Mtap2"
"Mll2"
"Ncor2"
"Abca2"
"Sbf1"
"Madd"
"Cacna1i"
"Pcnx"
"Kif5c"
"Myo5a"
"Akap6"
"Slc17a7"
"Dgkz"
"Dennd5a"
"Herc2"
"Dync1h1"
"Pkp4"
"Dst"
"Bai1"
"Pitpnm2"
"Pi4ka"
"Spna2"
"Srrm2"
"Crebbp"
"Nbea"
"Atp5b"
"RP23-157O10.7"
"Ogdh"
"Dlgap1"
"Kif21b"
"Atp13a2"
"D430041D05Rik"
"Scn8a"
"Mapk8ip3"
"Wnk2"
"Zmiz2"
"Fbxl16"
"Trrap"
"Spnb2"
"Tbc1d9b"
"Son"
"Plxna1"
"Dlgap3"
"Tnk2"
"D10Bwg1379e"
"Grlf1"
"Mprip"
"4932438A13Rik"
"Srebf2"
"Chd5"
"Plxnd1"
"Mapk8ip1"
"Mical2"
"Prkce"
"Ski"
"Wnk1"
"Unc13a"
"Tcf25"
"Eif4g2"
"Gm996"
"Ppp2r2c"
"Srgap3"
"Grin2a"
"Cic"
"Gabbr2"
"Nelf"
"Stxbp1"
"Ncor1"
"Camta1"
"Rasgrf1"
"Pctk1"
"Hcfc1"
"Rph3a"
"Cacna1a"
"Atp9a"
"Dopey2"
"Kalrn"
"Clasp2"
"Snx26"
"Herc1"
"Peg3"
"Sphkap"
"Shank3"
"Dlg2"
"Vps13d"
"Arhgef17"
"Pde4dip"
"Ctnnb1"
"Trio"
"Tln2"
"Mink1"
"Snap91"
"Med13l"
"Pitpnm1"
"Lars2"
"Nsd1"
"Gnb1"
"Cdc42bpb"
"Fat2"
"Unc13c"
"Usp34"
"Atp2a2"
"Myt1l"
"Brsk1"
"Rtn1"
"Myo18a"
"Arhgap21"
"Camk2b"
"Dock9"
"Hipk1"
"Cdk5r2"
"0610025P10Rik"
"Ptprn2"
"Ptprf"
"Nav1"
"Dctn1"
"Ap2a2"
"Dpysl2"
"Ddn"
"Trim37"
"Dmxl2"
"Rapgefl1"
"Usp9x"
"Ubr3"
"Clstn1"
"BC010304"
"Scap"
"Arid1b"
"Scaf1"
"Iqsec2"
"Pip5k1c"
"Smarca4"
"Pcdh10"
"Scn2a1"
"Ndrg4"
"Rasgrp1"
"Arid1a"
"Trim9"
"Adcy5"
"Prkcb"
"Tiam1"
"Dagla"
"Clip3"
"Sorl1"
"Tnpo2"
"Odz4"
"Arhgef12"
"Clec16a"
"Dlgap4"
"Aplp1"
"Rusc2"
"Thra"
"Stox2"
"Olfm1"
"Ap2a1"
"Sipa1l1"
"Pcnxl3"
"Trappc10"
"Atp1a2"
"Tbc1d9"
"Caskin1"
"Plxna2"
"Ttbk1"
"Fat3"
"Hsp90ab1"
"Cacna1e"
"Aco2"
"Prr12"
"Tanc2"
"Syne1"
"Atg2a"
"Mast1"
"Xpo6"
"Mtap7d1"
"Actb"
"Ptprt"
"Cacna1g"
"Dock3"
"Camsap1l1"
"3110001I20Rik"
"Smarcc2"
"Git1"
"Dnajc6"
"Ahdc1"
"Cltc"
"Mast2"
"Prpf8"
"Cbx6"
"Plxna4"
"Ube3b"
"Aak1"
"Zmiz1"
"Dclk1"
"Agtpbp1"
"Klc1"
"1110018G07Rik"
"Clasp1"
"Kcnb1"
"Chd4"
"Smarca2"
"Syn1"
"Ddx24"
"Rimbp2"
"Macf1"
"Trak2"
"Trak1"
"C230096C10Rik"
"Ankrd11"
"Itsn1"
"Extl3"
"Disp2"
"Grm5"
"Atn1"
"Bcr"
"Pcdhac2"
"Ttyh1"
"Tnrc18"
"Dbc1"
"BC018507"
"Kcnma1"
"Med13"
"Zfr"
"Ipo13"
"Ntrk2"
"Syt1"
"Chst2"
"Bat3"
"R3hdm1"
"Ryr2"
"Birc6"
"Dip2a"
"Igsf9b"
"Arhgef7"
"Gnao1"
"Ttbk2"
"Psd"
"Cdc42bpa"
"Man2a2"
"Nedd4"
"Dos"
"Eif4g1"
"Pak6"
"Sept6"
"Uba1"
"Sipa1l2"
"Pdzd2"
"Odz3"
"Ngef"
"Scd2"
"Gramd1b"
"Gnal"
"Inpp4a"
"Dab2ip"
"Lrrc4b"
"Mtap4"
"Maged1"
"Lrrc8b"
"Ankrd52"
"4921513D23Rik"
"Dock4"
"Syt7"
"Fat1"
"Kndc1"
"Ints1"
"Auts2"
"Tsc22d1"
"Zcchc14"
"Slc24a2"
"Gnas"
"Ndst1"
"Rtn4"
"Ncan"
"Gabbr1"
"Kcnh1"
"Frap1"
"Map4k4"
"TTll7"
"Sv2b"
"Enc1"
"Epn1"
"Ulk1"
"Nfix"
"Taok2"
"Hivep3"
"Npcd"
"Mkl2"
"Arpp21"
"Ash1l"
"Bzrap1"
"Ttyh3"
"Glul"
"Gcn1l1"
"Gm608"
"Dusp8"
"Gbf1"
"2610207I05Rik"
"Tubb4"
"Ptk2b"
"Nrxn1"
"Celsr3"
"Sparcl1"
"Slc4a3"
"9830001H06Rik"
"Rusc1"
"Mll1"
"Akap9"
"Abca3"
"Supt6h"
"Ncoa1"
"Myo16"
"Slc8a2"
"Hipk2"
"Frmpd4"
"Rc3h2"
"Prickle2"
"D15Wsu169e"
"Ap2b1"
"Slc1a2"
"N28178"
"Spag9"
"Dip2b"
"Cux2"
"Wdr6"
"Plec1"
"Ubqln2"
"Zer1"
"6430517E21Rik"
"Parc"
"Tro"
"Atg2b"
"Pcdhgc3"
"AU040829"
"Rapgef1"
"Trip12"
"Zfp462"
"Strn4"
"Pum2"
"Aff4"
"Zc3h7b"
"Ube3c"
"Foxo3a"
"Ralgds"
"Pink1"
"2310021P13Rik"
"Gprin1"
"Ulk2"
"Dip2c"
"Mast4"
"Syngr1"
"Dapk1"
"Lmtk3"
"Rprd2"
"Snap25"
"Lrrc7"
"Ep300"
"Apba1"
"Sympk"
"Synj1"
"Cadps"
"Mll3"
"Zfhx2"
"Sipa1l3"
"Hdac5"
"Tsc2"
"Ckb"
"Slc4a4"
"Ckap5"
"Nckap1"
"Ap3d1"
"Dscam"
"Tulp4"
"Tnik"
"Amph"
"Dlgap2"
"Mtmr4"
"Ppp2r1a"
"Hivep1"
"Lphn3"
"Kifc2"
"Tshz1"
"Elmo2"
"Kif3c"
"Ep400"
"Slc6a17"
"Pcnxl2"
"Pgm2l1"
"Bat2d"
"Mgat5b"
"Ankrd17"
"Ncoa6"
"Bmpr2"
"Calm1"
"Ptprj"
"Cdk5r1"
"Cdkl5"
"Stxbp5"
"Map3k12"
"Zfp704"
"Tcf4"
"Kcnd2"
"Sgsm2"
"Uhrf1bp1l"
"Zfp106"
"Als2"
"Wdr13"
"Calm3"
"A630042L21Rik"
"Atp5a1"
"Nrxn3"
"Pum1"
"Cpe"
"Jph3"
"Ehmt2"
"R3hdm2"
"Adnp"
"B230339M05Rik"
"Hcn2"
"Dtx1"
"Kcnh3"
"Cit"
"Pja2"
"Usp22"
"Lrrn2"
"1110012J17Rik"
"Odz2"
"Plp1"
"Ppp3ca"
"2310066E14Rik"
"Zeb2"
"Agrn"
"Gpr158"
"Llgl1"
"Chd8"
"Heatr5b"
"Atp1a1"
"Depdc2"
"Garnl1"
"Maz"
