"","Row.names","logFC.x","AveExpr.x","t.x","P.Value.x","adj.P.Val.x","B.x","Threshold.x","logFC.y","AveExpr.y","t.y","P.Value.y","adj.P.Val.y","B.y","Threshold.y"
"301","C1ql3",0.324590506003836,7.40531790805157,3.26626503134152,0.00744434377340286,0.0840900665403965,-2.38386927411128,"Significant",0.433198213077607,7.40531790805157,4.40719744010683,0.00103186393575459,0.0210329558633886,-0.639842672470477,"Significant"
"302","C1qtnf4",0.334133259643055,8.99313494080136,2.22740497301895,0.0475693222913297,0.190268326599841,-4.20459810855759,"Non-Significant",0.241818916269802,8.99313494080136,1.61258283705628,0.134922522495697,0.291686569765418,-5.40158988980528,"Non-Significant"
"303","C2cd2l",0.511231475567289,8.17266048602343,5.65219648813805,0.000144192706997341,0.0224371868522585,1.34596043122552,"Significant",0.527560000924742,8.17266048602343,5.89052173978426,0.000101426105342806,0.00771752746557255,1.63271854763578,"Significant"
"304","C77370",-0.214715573237648,7.57167759718302,-1.8664437335501,0.0886423159469493,0.264366687054103,-4.70164259269162,"Non-Significant",-0.270552181155415,7.57167759718302,-2.36784408547876,0.0371348958617826,0.133164950636631,-4.16878342300058,"Non-Significant"
"305","Cab39",-0.226775781164655,10.1203606210701,-2.79490521914305,0.0173201557440702,0.121960888888764,-3.26559034687969,"Non-Significant",-0.143082010165827,10.1203606210701,-1.74939177904298,0.107823953598337,0.253521889163133,-5.20346565813454,"Non-Significant"
"306","Cables1",-0.202732906259622,6.81124912318957,-1.85013553676575,0.0911135546591286,0.267455421349117,-4.64668052123506,"Non-Significant",-0.245083217805788,6.81124912318957,-2.29771486937534,0.0420350367285106,0.143248368862839,-4.22008791080998,"Non-Significant"
"307","Cabp1",0.113075821284307,8.16304609464731,0.72407739796281,0.484022307730008,0.682008563542647,-6.04656210964935,"Non-Significant",-0.0265419606426782,8.16304609464731,-0.171353896387728,0.867033971522277,0.929271961263302,-6.59885693060615,"Non-Significant"
"308","Cacna1i",-0.275467373845471,8.32749314447584,-1.82757783573751,0.0946357408667285,0.273224167720661,-4.79736676616885,"Non-Significant",-0.158095148413928,8.32749314447584,-1.06277951690987,0.310490463063802,0.491096642570576,-6.05979498274273,"Non-Significant"
"309","Cacnb1",0.185060387018795,7.6426559664317,2.13389288457455,0.0560159339241559,0.205215130903225,-4.28231954363906,"Non-Significant",0.448764837937543,7.6426559664317,5.25823477058113,0.000262505800610961,0.0120262615955639,0.700853653314767,"Significant"
"310","Cacnb2",0.111683663300309,6.7282187833117,1.11838034269804,0.287059195951481,0.508306649395471,-5.55920891275228,"Non-Significant",0.0166096310249317,6.7282187833117,0.170323901295469,0.867824817221139,0.929542899836629,-6.47171177787602,"Non-Significant"
"311","Cacnb3",0.15396308372895,8.45101473710611,1.55535903376909,0.14793591786511,0.349352970644893,-5.17883686817947,"Non-Significant",0.257417520738457,8.45101473710611,2.62339393335732,0.0235539026109219,0.101827750631238,-3.77511035186596,"Non-Significant"
"312","Cacng7",0.357254859584771,6.74834239431234,2.98035875450363,0.0124168708981953,0.105424275577346,-2.82120929638492,"Non-Significant",0.176295689103275,6.74834239431234,1.4957856586401,0.162630472227733,0.329349341261608,-5.39642321100268,"Non-Significant"
"313","Cacng8",0.302311435793384,6.96069639518989,2.35369376707244,0.0380769428584162,0.173490070738095,-3.86880513674087,"Non-Significant",0.351395161944784,6.96069639518989,2.78733572726805,0.0175570083348318,0.0863697950999672,-3.38565558798936,"Non-Significant"
"314","Cacul1",-0.187641881489418,7.73964212463842,-2.23508113587184,0.0469327440934549,0.188494184084741,-4.13783287256956,"Non-Significant",-0.106931147943415,7.73964212463842,-1.2880274840126,0.223978424771395,0.398952371586894,-5.76991274024925,"Non-Significant"
"315","Cadm1",0.231895379471643,8.57484177871633,2.8273825368615,0.0163395405269626,0.117809825448392,-3.18942527137724,"Non-Significant",0.29167070206563,8.57484177871633,3.57793813023999,0.0042843131899841,0.0408970882325595,-2.11283129290046,"Significant"
"316","Cadm4",0.0540710528419801,9.35202312722433,0.467104318310728,0.649473925423165,0.800442289639068,-6.25340451861487,"Non-Significant",-0.205796222544137,9.35202312722433,-1.77676287996053,0.103028805588464,0.246523470388637,-5.17127562558061,"Non-Significant"
"317","Cadps2",-0.031760271357447,9.01663779540864,-0.431024700993422,0.674713876432008,0.816158153717278,-6.26649719020909,"Non-Significant",-0.0294726430663097,9.01663779540864,-0.400437319038976,0.696445119037759,0.816989492735337,-6.57026795845637,"Non-Significant"
"318","Calm1",0.155509220339676,12.6888587476038,1.61274094525852,0.134888005025973,0.330169405569222,-5.0514050858288,"Non-Significant",0.10139755704318,12.6888587476038,1.04204200239838,0.319589587310973,0.50023520277139,-6.00340980864948,"Non-Significant"
"319","Calm3",0.572493943918312,11.8246880179832,4.55647595177184,0.000805764975619011,0.036481211552342,-0.290233858862615,"Significant",0.434009526273293,11.8246880179832,3.43013665439728,0.00556269552736061,0.0466053202681544,-2.34091395922612,"Non-Significant"
"320","Calr",-0.128819056922218,9.58542577616576,-1.23742795301357,0.241503553457716,0.460352647497335,-5.61069632664618,"Non-Significant",0.539213047153494,9.58542577616576,5.12107055760102,0.00032506803536059,0.0137696788103525,0.454207303893275,"Significant"
"321","Caly",0.267557618280872,7.54084627682048,2.04758249517054,0.0650567709319152,0.224960339281151,-4.41701504761401,"Non-Significant",0.119471802317025,7.54084627682048,0.917887903928341,0.378219462860039,0.564310932203394,-6.13608079094329,"Non-Significant"
"322","Camk1",-0.0838157513380438,7.57631256868421,-0.649487283795651,0.529253830981267,0.716686881014094,-6.06695271539922,"Non-Significant",-0.00636258120916189,7.57631256868421,-0.0498289840629644,0.961145336419286,0.979886860253677,-6.58326061381193,"Non-Significant"
"323","Camk2a",0.0338539488184217,10.5836835557697,0.27562843478102,0.7879047126378,0.884019885972435,-6.31266803220451,"Non-Significant",-0.291841810345067,10.5836835557697,-2.37141609243315,0.0369006808173608,0.132676055299556,-4.21274600819007,"Non-Significant"
