"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Threshold"
"Lrtm2",0.206843282921447,7.12865833848266,2.3724539175806,0.0368066467983873,0.170528595794387,-3.87223684743103,"Non-Significant"
"Cyld",-0.186660091903924,9.03113198488384,-2.43352681684823,0.0330247508543144,0.163431529606438,-3.87797468132693,"Non-Significant"
"Dirc2",0.195203288134484,7.4036309701499,2.38220465071073,0.0361758537717395,0.170339459308693,-3.87816551704887,"Non-Significant"
"Tro",-0.262065553340371,9.86089217970695,-2.43263970145855,0.033076881645515,0.163431529606438,-3.88418450790025,"Non-Significant"
"Lrrc4c",-0.26793174906971,9.17701012591295,-2.43076033319417,0.0331875861250012,0.163676529728827,-3.88507000392352,"Non-Significant"
"Ppp5c",0.187885813925923,7.48342610042985,2.3809571084763,0.0362559715481534,0.170339459308693,-3.8868769231031,"Non-Significant"
"Serf2",-0.326966837308577,7.18188645396798,-2.37433370861381,0.0366842165773462,0.170528595794387,-3.88918723144834,"Non-Significant"
"Ubqln4",0.235118505739306,7.93055571404734,2.39420262080406,0.0354140472729485,0.168452608520348,-3.88948491714006,"Non-Significant"
"Ccsap",0.230508099378692,7.09581177841671,2.35557110772011,0.0379240887799525,0.172722295497811,-3.88986567889924,"Non-Significant"
"Chpf2",0.247510399873216,7.78929469580684,2.39246902846116,0.0355231518119654,0.168671986795112,-3.89171150802229,"Non-Significant"
"Otub1",0.272537170156458,8.74053508174712,2.41715889850113,0.0339995891620717,0.165357546013679,-3.89370483545625,"Non-Significant"
"Klhl8",-0.226745986848181,7.56265464781436,-2.37868545186665,0.0364023001592177,0.170476679525728,-3.89956445937805,"Non-Significant"
