"x"
"AU020772"
"C2cd3"
"E130215L21Rik"
"Smoh"
"bnb"
"smoothened"
"Smo"
"4833411B01Rik"
"AA414977"
"AI317167"
"B430219L04Rik"
"Mtmr13"
"mMTMH1"
"Sbf2"
"AA682037"
"B130003F20Rik"
"C80612"
"Rpk118"
"1110033J02Rik"
"E130307H12Rik"
"Itpkb"
"1110032O19Rik"
"AI430822"
"AL022941"
"Csmn1"
"End2"
"Zeppo1"
"Znf703"
"Zpo1"
"Zfp703"
"2810012G08Rik"
"B230396K10Rik"
"Cytsb"
"Specc1"
"BC024265"
"mKIAA0561"
"Mast3"
"2700086H06Rik"
"Gsk3a"
