"","SAL_WT1","SAL_WT2","SAL_WT3","SAL_KO1","SAL_KO2","SAL_KO3","RO_WT1","RO_WT2","RO_WT3","RO_KO2","RO_RAP_WT1","RO_RAP_WT2","RO_RAP_WT3","RO_RAP_KO1","RO_RAP_KO2","RO_RAP_KO3"
"Mcmdc2",90.7015711562465,76.6592004721368,103.98712925721,76.7067380329775,150.60990233644,160.256841173096,154.742155181084,188.868262885985,133.140136086489,146.099492229953,97.4296991280936,109.137756598588,80.362311926952,87.2534074151193,94.9252436221939,67.0035845004936
"Snhg6",112.346264273078,70.8891531247716,81.6178049402516,72.1945769722141,132.536714056067,84.6076490665411,165.639490052991,144.428671618695,124.264127014056,194.799322973271,71.6935521885972,71.6561028172549,72.0489693138191,41.0604270188797,23.9920945418732,44.3732347685388
"Cops5",1057.49786370806,816.049553413069,974.577048619894,756.109274896492,691.299451724261,708.713483945615,1039.60574677996,980.700980012256,1073.99709776434,977.475174205161,779.437593024748,815.225969744,611.723460616368,362.078310984666,288.948269047777,379.834889618692
"Cspp1",316.424799374633,346.202840841908,446.177333673376,356.460723800307,991.013157373777,713.690404478941,464.226465543251,562.564825815475,514.808526201089,553.090934870536,412.391116435264,426.629412158118,331.840925974224,281.823839993219,330.67365085973,291.975884776985
"Arfgef1",3477.58069410427,5359.54969322401,4108.09618199267,3019.28034408795,3087.50299789703,3590.35047274134,4797.0068106136,4847.95541097717,4880.91738893067,3878.59366277137,5057.76563901437,4104.7922898469,3532.47783203042,1446.91345665393,2029.93982515153,1708.36953858874
"Cpa6",162.850548212352,164.034203160809,211.601716511763,149.545909442444,384.055250957923,299.610616106222,320.381645234075,458.53578262159,355.040362897303,403.512883301775,207.727471725935,178.037855461333,131.627924707939,116.182344632966,170.03093088371,84.7528784079091
"Prex2",3631.15494526655,4645.71240710713,4318.48874583865,3061.17898250933,3471.55824885495,3550.53510847473,5749.4338784183,5565.04881551754,6030.36056381069,2629.79086013915,5371.50152551489,4239.83648361788,4144.89407119788,1672.27920949619,2085.22595605237,1717.24418554245
"A830018L16Rik",2031.50905396547,2584.15691914138,2713.94315834659,2734.36960282261,1682.31260909804,2326.21265727655,2314.59392679311,2484.5771481258,2250.06829986166,2692.4049282377,2508.04879579426,2519.53881521286,2687.28799969523,1587.82537665054,1695.09363611061,1874.32543662308
"Gm17644",121.622561323149,140.954013771348,166.258491544957,119.894565328856,293.689309556059,330.467523412843,627.686488621861,719.113385961613,420.722830033304,486.998307433176,218.144483582398,190.164272861176,84.5189832335185,122.248089533483,178.376007246101,92.7400606662461
"Sulf1",583.376014482222,688.284219292841,771.439400768601,549.194460538629,506.049271850439,598.225848105779,638.583823493768,558.524862972994,648.836263194821,462.648392061517,846.841787390096,687.347386254745,751.664727937439,287.422989132158,307.724690863156,322.593416767277
"Slco5a1",139.14445575106,126.941041642033,110.032892586117,130.852670762138,138.561110149525,160.256841173096,106.793881744692,95.9491175089231,163.318566932759,128.706695535911,142.161573570552,120.161772416627,128.856810503561,100.784684500886,102.227185439286,59.460134589842
